"pagename","projectcode","year","month","day","hour","bytes","pageviews","rawTokens","tokens","hour_rank"
category,zh,2010,01,16,22,453745,2084,WrappedArray(categori),WrappedArray(categori),130
terry bradshaw,en,2010,01,16,22,107980799,2070,"WrappedArray(terri, bradshaw)","WrappedArray(terri, bradshaw)",131
ober sterreich,de,2010,01,16,22,1148041,2046,"WrappedArray(ober, sterreich)","WrappedArray(ober, sterreich)",132
the lovely bones,en,2010,01,16,22,32384290,2010,"WrappedArray(the, love, bone)","WrappedArray(love, bone)",133
heidi fleiss,en,2010,01,16,22,24470921,1996,"WrappedArray(heidi, fleiss)","WrappedArray(heidi, fleiss)",134
selena gomez,en,2010,01,16,22,60538720,1990,"WrappedArray(selena, gomez)","WrappedArray(selena, gomez)",135
tony siragusa,en,2010,01,16,22,27085171,1957,"WrappedArray(toni, siragusa)","WrappedArray(toni, siragusa)",136
lil wayne,en,2010,01,16,22,62024096,1944,"WrappedArray(lil, wayn)","WrappedArray(lil, wayn)",137
2010,ru,2010,01,16,22,6636317,1933,WrappedArray(2010),WrappedArray(2010),138
the lovely bones film,en,2010,01,16,22,65034726,1918,"WrappedArray(the, love, bone, film)","WrappedArray(love, bone, film)",139
sex,en,2010,01,16,22,49903363,1901,WrappedArray(sex),WrappedArray(sex),140
2009,ru,2010,01,16,22,23180481,1890,WrappedArray(2009),WrappedArray(2009),141
list of super bowl champions,en,2010,01,16,22,85797702,1868,"WrappedArray(list, of, super, bowl, champion)","WrappedArray(list, super, bowl, champion)",142
america s next top model,en,2010,01,16,22,29874360,1866,"WrappedArray(america, next, top, model)","WrappedArray(america, model)",143
miley cyrus,en,2010,01,16,22,66599099,1840,"WrappedArray(miley, cyru)","WrappedArray(miley, cyru)",144
teen titans tv series,en,2010,01,16,22,28241161,1822,"WrappedArray(teen, titan, tv, seri)","WrappedArray(teen, titan, tv, seri)",145
haiti,it,2010,01,16,22,53804122,1813,WrappedArray(haiti),WrappedArray(haiti),146
kezd lap,hu,2010,01,16,22,36381523,1809,"WrappedArray(kezd, lap)","WrappedArray(kezd, lap)",147
"",ru.s,2010,01,16,22,1131187,1780,WrappedArray(),WrappedArray(),148
nelson mandela,fr,2010,01,16,22,129262025,1775,"WrappedArray(nelson, mandela)","WrappedArray(nelson, mandela)",149
recentchangeslinked,uk,2010,01,16,22,59077,1735,WrappedArray(recentchangeslink),WrappedArray(recentchangeslink),150
random,ru,2010,01,16,22,1303518,1725,WrappedArray(random),WrappedArray(random),151
"",te,2010,01,16,22,1112778,1723,WrappedArray(),WrappedArray(),152
main page,commons.m,2010,01,16,22,30275264,1705,"WrappedArray(main, page)","WrappedArray(main, page)",153
lost tv series,en,2010,01,16,22,107167815,1686,"WrappedArray(lost, tv, seri)","WrappedArray(lost, tv, seri)",154
ha ti,nl,2010,01,16,22,24824553,1677,"WrappedArray(ha, ti)","WrappedArray(ha, ti)",155
dollhouse tv series,en,2010,01,16,22,60413315,1674,"WrappedArray(dollhous, tv, seri)","WrappedArray(dollhous, tv, seri)",156
bring it on film,en,2010,01,16,22,15118150,1671,"WrappedArray(bring, it, on, film)","WrappedArray(bring, film)",157
portal current events,en,2010,01,16,22,84398563,1659,"WrappedArray(portal, current, event)","WrappedArray(portal, current, event)",158
w index php,ru,2010,01,16,22,156867230,1659,"WrappedArray(index, php)","WrappedArray(index, php)",158
james cameron,en,2010,01,16,22,50672470,1652,"WrappedArray(jame, cameron)","WrappedArray(jame, cameron)",159
special randompage,en,2010,01,16,22,925065,1647,"WrappedArray(special, randompag)","WrappedArray(special, randompag)",160
vinnie jones,en,2010,01,16,22,32414123,1644,"WrappedArray(vinni, jone)","WrappedArray(vinni, jone)",161
teddy pendergrass,en,2010,01,16,22,23880477,1635,"WrappedArray(teddi, pendergrass)","WrappedArray(teddi, pendergrass)",162
michael jackson,en,2010,01,16,22,133228989,1632,"WrappedArray(michael, jackson)","WrappedArray(michael, jackson)",163
ra l,fr,2010,01,16,22,22350737,1630,WrappedArray(ra),WrappedArray(ra),164
philippe lucas,fr,2010,01,16,22,17680541,1630,"WrappedArray(philipp, luca)","WrappedArray(philipp, luca)",164
avatar film 2009,it,2010,01,16,22,24016908,1626,"WrappedArray(avatar, film, 2009)","WrappedArray(avatar, film, 2009)",165
pear,en,2010,01,16,22,128440788,1626,WrappedArray(pear),WrappedArray(pear),165
rory stewart,en,2010,01,16,22,19560766,1605,"WrappedArray(rori, stewart)","WrappedArray(rori, stewart)",166
2,ru,2010,01,16,22,3097797,1600,WrappedArray(),WrappedArray(),167
sigourney weaver,en,2010,01,16,22,30962536,1593,"WrappedArray(sigourney, weaver)","WrappedArray(sigourney, weaver)",168
history of haiti,en,2010,01,16,22,58550122,1585,"WrappedArray(histori, of, haiti)","WrappedArray(histori, haiti)",169
wikipedia,en,2010,01,16,22,125913822,1574,WrappedArray(wikipedia),WrappedArray(wikipedia),170
deuce mcallister,en,2010,01,16,22,30270402,1559,"WrappedArray(deuc, mcallist)","WrappedArray(deuc, mcallist)",171
2010 africa cup of nations,en,2010,01,16,22,41607962,1556,"WrappedArray(2010, africa, cup, of, nation)","WrappedArray(2010, africa, cup, nation)",172
"",bn,2010,01,16,22,1327395,1553,WrappedArray(),WrappedArray(),173
sherlock holmes 2009 film,en,2010,01,16,22,50905782,1548,"WrappedArray(sherlock, holm, 2009, film)","WrappedArray(sherlock, holm, 2009, film)",174
michael strahan,en,2010,01,16,22,37644638,1546,"WrappedArray(michael, strahan)","WrappedArray(michael, strahan)",175
especial busca,pt,2010,01,16,22,4269216,1541,"WrappedArray(especi, busca)","WrappedArray(especi, busca)",176
list of highest grossing films,en,2010,01,16,22,48369048,1540,"WrappedArray(list, of, highest, gross, film)","WrappedArray(list, highest, gross, film)",177
natasha richardson,en,2010,01,16,22,33057918,1530,"WrappedArray(natasha, richardson)","WrappedArray(natasha, richardson)",178
jpg,ru,2010,01,16,22,141399,1527,WrappedArray(jpg),WrappedArray(jpg),179
rebecca grant,en,2010,01,16,22,8529048,1526,"WrappedArray(rebecca, grant)","WrappedArray(rebecca, grant)",180
2,ja,2010,01,16,22,1424428,1521,WrappedArray(),WrappedArray(),181
poweredby mediawiki 88x31 png,it,2010,01,16,22,1493970,1520,"WrappedArray(poweredbi, mediawiki, 88x31, png)","WrappedArray(poweredbi, mediawiki, 88x31, png)",182
hape kerkeling,de,2010,01,16,22,34616190,1512,"WrappedArray(hape, kerkel)","WrappedArray(hape, kerkel)",183
the parent trap 1998 film,en,2010,01,16,22,17995363,1508,"WrappedArray(the, parent, trap, 1998, film)","WrappedArray(parent, trap, 1998, film)",184
howard carpendale,de,2010,01,16,22,18382264,1505,"WrappedArray(howard, carpendal)","WrappedArray(howard, carpendal)",185
t e lawrence,en,2010,01,16,22,40659393,1504,WrappedArray(lawrenc),WrappedArray(lawrenc),186
eminem,en,2010,01,16,22,71744722,1496,WrappedArray(eminem),WrappedArray(eminem),187
"",el.d,2010,01,16,22,276405,1487,WrappedArray(),WrappedArray(),188
2010 in film,en,2010,01,16,22,48378439,1483,"WrappedArray(2010, in, film)","WrappedArray(2010, film)",189
angelina jolie,en,2010,01,16,22,59017241,1471,"WrappedArray(angelina, joli)","WrappedArray(angelina, joli)",190
kenny albert,en,2010,01,16,22,23108744,1468,"WrappedArray(kenni, albert)","WrappedArray(kenni, albert)",191
the hurt locker,en,2010,01,16,22,44363295,1458,"WrappedArray(the, hurt, locker)","WrappedArray(hurt, locker)",192
earthquake,en,2010,01,16,22,51845688,1455,WrappedArray(earthquak),WrappedArray(earthquak),193
"",ar.s,2010,01,16,22,875638,1453,WrappedArray(),WrappedArray(),194
wikimedia button png,it,2010,01,16,22,1505615,1448,"WrappedArray(wikimedia, button, png)","WrappedArray(wikimedia, button, png)",195
recentchangeslinked,new,2010,01,16,22,25840,1438,WrappedArray(recentchangeslink),WrappedArray(recentchangeslink),196
kim kardashian,en,2010,01,16,22,19296386,1432,"WrappedArray(kim, kardashian)","WrappedArray(kim, kardashian)",197
ilka bessin,de,2010,01,16,22,10646718,1427,"WrappedArray(ilka, bessin)","WrappedArray(ilka, bessin)",198
baldwin brothers,en,2010,01,16,22,5558882,1426,"WrappedArray(baldwin, brother)","WrappedArray(baldwin, brother)",199
list of sex positions,en,2010,01,16,22,31157221,1422,"WrappedArray(list, of, sex, posit)","WrappedArray(list, sex, posit)",200
"",ru,2009,12,04,20,479263312,428272,WrappedArray(),WrappedArray(),1
"",ja,2009,12,04,20,125251043,313788,WrappedArray(),WrappedArray(),2
special search,en,2009,12,04,20,975160256,263555,"WrappedArray(special, search)","WrappedArray(special, search)",3
main page,en,2009,12,04,20,3978688348,226984,"WrappedArray(main, page)","WrappedArray(main, page)",4
404 error,en,2009,12,04,20,261621777,108526,"WrappedArray(404, error)","WrappedArray(404, error)",5
special random,en,2009,12,04,20,46768359,78258,"WrappedArray(special, random)","WrappedArray(special, random)",6
"",ar,2009,12,04,20,43003192,61557,WrappedArray(),WrappedArray(),7
wikipedia hauptseite,de,2009,12,04,20,486432229,45662,"WrappedArray(wikipedia, hauptseit)","WrappedArray(wikipedia, hauptseit)",8
"",zh,2009,12,04,20,2246410,39064,WrappedArray(),WrappedArray(),9
"",he,2009,12,04,20,34172404,36699,WrappedArray(),WrappedArray(),10
pagina principale,it,2009,12,04,20,1494379298,32168,"WrappedArray(pagina, principal)","WrappedArray(pagina, principal)",11
accueil,fr,2009,12,04,20,351237437,26121,WrappedArray(accueil),WrappedArray(accueil),12
wikipedia portada,es,2009,12,04,20,392421610,24595,"WrappedArray(wikipedia, portada)","WrappedArray(wikipedia, portada)",13
search,en,2009,12,04,20,13695957,22005,WrappedArray(search),WrappedArray(search),14
"",bg,2009,12,04,20,9871820,21683,WrappedArray(),WrappedArray(),15
spezial search,de,2009,12,04,20,138762743,20745,"WrappedArray(spezial, search)","WrappedArray(spezial, search)",16
special search,de,2009,12,04,20,125454275,20161,"WrappedArray(special, search)","WrappedArray(special, search)",17
"",uk,2009,12,04,20,15984571,19728,WrappedArray(),WrappedArray(),18
2010 fifa world cup,en,2009,12,04,20,893547412,18287,"WrappedArray(2010, fifa, world, cup)","WrappedArray(2010, fifa, world, cup)",19
export,ja,2009,12,04,20,22046,16299,WrappedArray(export),WrappedArray(export),20
strona g  wna,pl,2009,12,04,20,183462043,16018,"WrappedArray(strona, wna)","WrappedArray(strona, wna)",21
special geolite,meta.m,2009,12,04,20,12592385,15529,"WrappedArray(special, geolit)","WrappedArray(special, geolit)",22
"",fa,2009,12,04,20,8173501,15384,WrappedArray(),WrappedArray(),23
"",el,2009,12,04,20,8394927,13966,WrappedArray(),WrappedArray(),24
"",ko,2009,12,04,20,18811088,13141,WrappedArray(),WrappedArray(),25
hauptseite,de,2009,12,04,20,135768033,12501,WrappedArray(hauptseit),WrappedArray(hauptseit),26
spezial suche,de,2009,12,04,20,42225579,11803,"WrappedArray(spezial, such)",WrappedArray(spezial),27
coupe du monde de football de 2010,fr,2009,12,04,20,430812264,11080,"WrappedArray(coup, du, mond, de, footbal, de, 2010)","WrappedArray(coup, du, mond, footbal, 2010)",28
p gina principal,pt,2009,12,04,20,169410399,10142,"WrappedArray(gina, princip)","WrappedArray(gina, princip)",29
emerald cockroach wasp,en,2009,12,04,20,112694287,9909,"WrappedArray(emerald, cockroach, wasp)","WrappedArray(emerald, cockroach, wasp)",30
special search,es,2009,12,04,20,49292878,8556,"WrappedArray(special, search)","WrappedArray(special, search)",31
spezial zuf llige seite,de,2009,12,04,20,5947220,8545,"WrappedArray(spezial, zuf, llige, seit)","WrappedArray(spezial, zuf, llige, seit)",32
"",sr,2009,12,04,20,8348367,7625,WrappedArray(),WrappedArray(),33
"",bg.d,2009,12,04,20,226652,7409,WrappedArray(),WrappedArray(),34
"",th,2009,12,04,20,3229500,7073,WrappedArray(),WrappedArray(),35
hoofdpagina,nl,2009,12,04,20,101762606,6675,WrappedArray(hoofdpagina),WrappedArray(hoofdpagina),36
special search,fr,2009,12,04,20,44483736,6506,"WrappedArray(special, search)","WrappedArray(special, search)",37
category,ja,2009,12,04,20,683464,6380,WrappedArray(categori),WrappedArray(categori),38
fu ball weltmeisterschaft 2010,de,2009,12,04,20,159575529,6346,"WrappedArray(fu, ball, weltmeisterschaft, 2010)","WrappedArray(fu, ball, weltmeisterschaft, 2010)",39
search,ru,2009,12,04,20,24859486,6179,WrappedArray(search),WrappedArray(search),40
"",en,2009,12,04,20,12105015,5862,WrappedArray(),WrappedArray(),41
fifa world cup,en,2009,12,04,20,248417199,5501,"WrappedArray(fifa, world, cup)","WrappedArray(fifa, world, cup)",42
wiki,en,2009,12,04,20,138816337,5280,WrappedArray(wiki),WrappedArray(wiki),43
special search,ru,2009,12,04,20,23055606,5187,"WrappedArray(special, search)","WrappedArray(special, search)",44
portal huvudsida,sv,2009,12,04,20,74796177,5150,"WrappedArray(portal, huvudsida)","WrappedArray(portal, huvudsida)",45
speciale ricerca,it,2009,12,04,20,15959591,4906,"WrappedArray(special, ricerca)","WrappedArray(special, ricerca)",46
elin nordegren,en,2009,12,04,20,60228211,4841,"WrappedArray(elin, nordegren)","WrappedArray(elin, nordegren)",47
tiger woods,en,2009,12,04,20,482430625,4754,"WrappedArray(tiger, wood)","WrappedArray(tiger, wood)",48
script kiddie,en,2009,12,04,20,71398325,4599,"WrappedArray(script, kiddi)","WrappedArray(script, kiddi)",49
"",ru.d,2009,12,04,20,1308479,4581,WrappedArray(),WrappedArray(),50
charlize theron,en,2009,12,04,20,129983815,4507,"WrappedArray(charliz, theron)","WrappedArray(charliz, theron)",51
special watchlist,en,2009,12,04,20,152896548,4497,"WrappedArray(special, watchlist)","WrappedArray(special, watchlist)",52
hlavn  strana,cs,2009,12,04,20,50708855,4399,"WrappedArray(hlavn, strana)","WrappedArray(hlavn, strana)",53
blade runner,en,2009,12,04,20,282210352,4325,"WrappedArray(blade, runner)","WrappedArray(blade, runner)",54
copa mundial de f tbol de 2010,es,2009,12,04,20,109280314,4188,"WrappedArray(copa, mundial, de, tbol, de, 2010)","WrappedArray(copa, mundial, tbol, 2010)",55
wikipedia etusivu,fi,2009,12,04,20,41772939,4069,"WrappedArray(wikipedia, etusivu)","WrappedArray(wikipedia, etusivu)",56
specjalna szukaj,pl,2009,12,04,20,12762741,4029,"WrappedArray(specjalna, szukaj)","WrappedArray(specjalna, szukaj)",57
special export,ja,2009,12,04,20,852433,4018,"WrappedArray(special, export)","WrappedArray(special, export)",58
lady gaga,en,2009,12,04,20,127164502,3907,"WrappedArray(ladi, gaga)","WrappedArray(ladi, gaga)",59
"",en.d,2009,12,04,20,251928,3819,WrappedArray(),WrappedArray(),60
recentchangeslinked,uk,2009,12,04,20,134469,3750,WrappedArray(recentchangeslink),WrappedArray(recentchangeslink),61
desir e rogers,en,2009,12,04,20,90101226,3694,"WrappedArray(desir, roger)","WrappedArray(desir, roger)",62
murder of meredith kercher,en,2009,12,04,20,118321720,3539,"WrappedArray(murder, of, meredith, kercher)","WrappedArray(murder, meredith, kercher)",63
ana sayfa,tr,2009,12,04,20,48115368,3522,"WrappedArray(ana, sayfa)","WrappedArray(ana, sayfa)",64
"",he.s,2009,12,04,20,361078,3331,WrappedArray(),WrappedArray(),65
ankara daki  niversiteler,tr,2009,12,04,20,25443200,3309,"WrappedArray(ankara, daki, niversitel)","WrappedArray(ankara, daki, niversitel)",66
the beatles,en,2009,12,04,20,1139103488,3298,"WrappedArray(the, beatl)",WrappedArray(beatl),67
eddie fatu,en,2009,12,04,20,90488512,3250,"WrappedArray(eddi, fatu)","WrappedArray(eddi, fatu)",68
special search,it,2009,12,04,20,25185626,3250,"WrappedArray(special, search)","WrappedArray(special, search)",68
youtube,en,2009,12,04,20,164819574,3094,WrappedArray(youtub),WrappedArray(youtub),69
hovedside,no,2009,12,04,20,24579199,3042,WrappedArray(hovedsid),WrappedArray(hovedsid),70
special recherche,fr,2009,12,04,20,8625787,3014,"WrappedArray(special, recherch)","WrappedArray(special, recherch)",71
"",ka,2009,12,04,20,2367944,2966,WrappedArray(),WrappedArray(),72
category,zh,2009,12,04,20,395232,2893,WrappedArray(categori),WrappedArray(categori),73
"",te,2009,12,04,20,558674,2823,WrappedArray(),WrappedArray(),74
whatlinkshere,ru,2009,12,04,20,318960,2809,WrappedArray(whatlinksher),WrappedArray(whatlinksher),75
leila lopes,pt,2009,12,04,20,23786857,2797,"WrappedArray(leila, lope)","WrappedArray(leila, lope)",76
deaths in 2009,en,2009,12,04,20,132729566,2691,"WrappedArray(death, in, 2009)","WrappedArray(death, 2009)",77
recentchangeslinked,ru,2009,12,04,20,265162,2621,WrappedArray(recentchangeslink),WrappedArray(recentchangeslink),78
"",ru.s,2009,12,04,20,1133335,2570,WrappedArray(),WrappedArray(),79
d9 88 d8 b5 d9 84 d8 a7 d8 aa d8 ae d8 a7 d8 b1 d8 ac d9 8a d8 a9,ar,2009,12,04,20,1663000,2509,"WrappedArray(d9, 88, d8, b5, d9, 84, d8, a7, d8, aa, d8, ae, d8, a7, d8, b1, d8, ac, d9, 8a, d8, a9)","WrappedArray(d9, 88, d8, b5, d9, 84, d8, a7, d8, aa, d8, ae, d8, a7, d8, b1, d8, ac, d9, 8a, d8, a9)",80
special randompage,en,2009,12,04,20,1331402,2402,"WrappedArray(special, randompag)","WrappedArray(special, randompag)",81
"",hi,2009,12,04,20,1225406,2396,WrappedArray(),WrappedArray(),82
2006 fifa world cup,en,2009,12,04,20,146807319,2387,"WrappedArray(2006, fifa, world, cup)","WrappedArray(2006, fifa, world, cup)",83
der knochenj ger,de,2009,12,04,20,19674597,2387,"WrappedArray(der, knochenj, ger)","WrappedArray(der, knochenj, ger)",83
"",mk,2009,12,04,20,1608785,2352,WrappedArray(),WrappedArray(),84
united states men s national soccer team,en,2009,12,04,20,141133442,2351,"WrappedArray(unit, state, men, nation, soccer, team)","WrappedArray(unit, state, men, nation, soccer, team)",85
world cup 2010,en,2009,12,04,20,85967329,2340,"WrappedArray(world, cup, 2010)","WrappedArray(world, cup, 2010)",86
united states,en,2009,12,04,20,332086204,2322,"WrappedArray(unit, state)","WrappedArray(unit, state)",87
campionato mondiale di calcio 2010,it,2009,12,04,20,76342348,2305,"WrappedArray(campionato, mondial, di, calcio, 2010)","WrappedArray(campionato, mondial, di, calcio, 2010)",88
copa do mundo fifa de 2010,pt,2009,12,04,20,56068770,2207,"WrappedArray(copa, do, mundo, fifa, de, 2010)","WrappedArray(copa, mundo, fifa, 2010)",89
facebook,en,2009,12,04,20,139019910,2199,WrappedArray(facebook),WrappedArray(facebook),90
christmas,en,2009,12,04,20,128691616,2197,WrappedArray(christma),WrappedArray(christma),91
manny pacquiao,en,2009,12,04,20,114128511,2190,"WrappedArray(manni, pacquiao)","WrappedArray(manni, pacquiao)",92
http 404,en,2009,12,04,20,26765521,2102,"WrappedArray(http, 404)","WrappedArray(http, 404)",93
index html,en,2009,12,04,20,42832931,2054,"WrappedArray(index, html)","WrappedArray(index, html)",94
miasteczko twin peaks,pl,2009,12,04,20,903002,1991,"WrappedArray(miasteczko, twin, peak)","WrappedArray(miasteczko, twin, peak)",95
lil wayne,en,2009,12,04,20,54905740,1971,"WrappedArray(lil, wayn)","WrappedArray(lil, wayn)",96
special search,nl,2009,12,04,20,5806593,1955,"WrappedArray(special, search)","WrappedArray(special, search)",97
spezial beobachtungsliste,de,2009,12,04,20,64803829,1947,"WrappedArray(spezial, beobachtungslist)","WrappedArray(spezial, beobachtungslist)",98
richard todd,en,2009,12,04,20,24286980,1936,"WrappedArray(richard, todd)","WrappedArray(richard, todd)",99
the temptations,en,2009,12,04,20,59042255,1925,"WrappedArray(the, temptat)",WrappedArray(temptat),100
"",ru.q,2009,12,04,20,1757903,1893,WrappedArray(),WrappedArray(),101
harry potter,pl,2009,12,04,20,46858525,1886,"WrappedArray(harri, potter)","WrappedArray(harri, potter)",102
2010 fifa world cup schedule,en,2009,12,04,20,23805156,1865,"WrappedArray(2010, fifa, world, cup, schedul)","WrappedArray(2010, fifa, world, cup, schedul)",103
scrubs tv series,en,2009,12,04,20,63612085,1863,"WrappedArray(scrub, tv, seri)","WrappedArray(scrub, tv, seri)",104
group of death,en,2009,12,04,20,43714016,1833,"WrappedArray(group, of, death)","WrappedArray(group, death)",105
"",el.d,2009,12,04,20,339803,1797,WrappedArray(),WrappedArray(),106
england national football team,en,2009,12,04,20,85222701,1790,"WrappedArray(england, nation, footbal, team)","WrappedArray(england, nation, footbal, team)",107
south africa,en,2009,12,04,20,132991673,1779,"WrappedArray(south, africa)","WrappedArray(south, africa)",108
special export dieses produkt ist lagernd  on stock f r weitere produktansicht en klicken sie bitte auf das bild  lieferumfang  gba ram expansion erweiterungs pack verschiedene geh useteile farben zum wechseln f r nds und nds lite  verwendbar f r z b m3 ds real  m3i zero kartenaus aktuellem anlass 20 02 2009  wir  bernehmen keinerlei haftung f r den fall das diese karte nicht mit einer anderen als der vom hersteller freigegebenen karte m3 ds real m3i zero funktioniert  aktuelle meinungen 3 dieses produkt haben wir am montag 16 juni 2008 in unseren katalog aufgenommen,fr,2009,12,04,20,0,1754,"WrappedArray(special, export, dies, produkt, ist, lagernd, on, stock, weiter, produktansicht, en, klicken, sie, bitt, auf, da, bild, lieferumfang, gba, ram, expans, erweiterung, pack, verschieden, geh, useteil, farben, zum, wechseln, nd, und, nd, lite, verwendbar, m3, ds, real, m3i, zero, kartenau, aktuellem, anlass, 20, 02, 2009, wir, bernehmen, keinerlei, haftung, den, fall, da, dies, kart, nicht, mit, einer, anderen, al, der, vom, herstel, freigegebenen, kart, m3, ds, real, m3i, zero, funktioniert, aktuel, meinungen, dies, produkt, haben, wir, am, montag, 16, juni, 2008, in, unseren, katalog, aufgenommen)","WrappedArray(special, export, dies, produkt, ist, lagernd, stock, weiter, produktansicht, en, klicken, sie, bitt, auf, da, bild, lieferumfang, gba, ram, expans, erweiterung, pack, verschieden, geh, useteil, farben, zum, wechseln, nd, und, nd, lite, verwendbar, m3, ds, real, m3i, zero, kartenau, aktuellem, anlass, 20, 02, 2009, wir, bernehmen, keinerlei, haftung, den, fall, da, dies, kart, nicht, mit, einer, anderen, al, der, vom, herstel, freigegebenen, kart, m3, ds, real, m3i, zero, funktioniert, aktuel, meinungen, dies, produkt, haben, wir, montag, 16, juni, 2008, unseren, katalog, aufgenommen)",109
c te d ivoire national football team,en,2009,12,04,20,43629202,1722,"WrappedArray(te, ivoir, nation, footbal, team)","WrappedArray(te, ivoir, nation, footbal, team)",110
sp cial page au hasard,fr,2009,12,04,20,1172792,1705,"WrappedArray(sp, cial, page, au, hasard)","WrappedArray(sp, cial, page, au, hasard)",111
wikipedia,en,2009,12,04,20,155334079,1696,WrappedArray(wikipedia),WrappedArray(wikipedia),112
special autologin,meta.m,2009,12,04,20,2741891,1681,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",113
special autologin,en.s,2009,12,04,20,3319421,1647,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",114
special autologin,species.m,2009,12,04,20,3392120,1647,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",114
special autologin,en.v,2009,12,04,20,2393441,1644,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",115
special autologin,en.d,2009,12,04,20,4477513,1641,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",116
glee tv series,en,2009,12,04,20,65730248,1636,"WrappedArray(glee, tv, seri)","WrappedArray(glee, tv, seri)",117
special autologin,en.n,2009,12,04,20,3433785,1635,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",118
special autologin,en.b,2009,12,04,20,7838109,1629,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",119
michael jackson,en,2009,12,04,20,156849014,1612,"WrappedArray(michael, jackson)","WrappedArray(michael, jackson)",120
slovenia national football team,en,2009,12,04,20,36627326,1612,"WrappedArray(slovenia, nation, footbal, team)","WrappedArray(slovenia, nation, footbal, team)",120
special autologin,en.q,2009,12,04,20,3094298,1607,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",121
yatzy,de,2009,12,04,20,68475294,1599,WrappedArray(yatzi),WrappedArray(yatzi),122
robert de niro,en,2009,12,04,20,41676371,1599,"WrappedArray(robert, de, niro)","WrappedArray(robert, niro)",122
special autologin,www.w,2009,12,04,20,3007493,1596,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",123
jay z,en,2009,12,04,20,69056526,1595,WrappedArray(jay),WrappedArray(jay),124
december 4,en,2009,12,04,20,48019579,1585,WrappedArray(decemb),WrappedArray(decemb),125
special autologin,commons.m,2009,12,04,20,3007871,1582,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",126
"",ko.d,2009,12,04,20,112892,1580,WrappedArray(),WrappedArray(),127
main page,commons.m,2009,12,04,20,28955870,1580,"WrappedArray(main, page)","WrappedArray(main, page)",127
"",mr,2009,12,04,20,853736,1571,WrappedArray(),WrappedArray(),128
avatar 2009 film,en,2009,12,04,20,51208686,1540,"WrappedArray(avatar, 2009, film)","WrappedArray(avatar, 2009, film)",129
ghana national football team,en,2009,12,04,20,63941927,1534,"WrappedArray(ghana, nation, footbal, team)","WrappedArray(ghana, nation, footbal, team)",130
algeria national football team,en,2009,12,04,20,62615439,1515,"WrappedArray(algeria, nation, footbal, team)","WrappedArray(algeria, nation, footbal, team)",131
2010 world cup,en,2009,12,04,20,78133810,1487,"WrappedArray(2010, world, cup)","WrappedArray(2010, world, cup)",132
kezd lap,hu,2009,12,04,20,33348353,1486,"WrappedArray(kezd, lap)","WrappedArray(kezd, lap)",133
eminem,en,2009,12,04,20,75991153,1468,WrappedArray(eminem),WrappedArray(eminem),134
lake toplitz,en,2009,12,04,20,34309312,1461,"WrappedArray(lake, toplitz)","WrappedArray(lake, toplitz)",135
special search,pl,2009,12,04,20,16695638,1456,"WrappedArray(special, search)","WrappedArray(special, search)",136
michael bubl,en,2009,12,04,20,15117487,1454,"WrappedArray(michael, bubl)","WrappedArray(michael, bubl)",137
"",ta,2009,12,04,20,610189,1451,WrappedArray(),WrappedArray(),138
portal current events,en,2009,12,04,20,66698577,1450,"WrappedArray(portal, current, event)","WrappedArray(portal, current, event)",139
paranormal activity film,en,2009,12,04,20,30863837,1449,"WrappedArray(paranorm, activ, film)","WrappedArray(paranorm, activ, film)",140
miley cyrus,en,2009,12,04,20,60106170,1430,"WrappedArray(miley, cyru)","WrappedArray(miley, cyru)",141
saint nicholas,en,2009,12,04,20,39314389,1425,"WrappedArray(saint, nichola)","WrappedArray(saint, nichola)",142
2,ru,2009,12,04,20,2936746,1415,WrappedArray(),WrappedArray(),143
world war ii,en,2009,12,04,20,165010242,1412,"WrappedArray(world, war, ii)","WrappedArray(world, war, ii)",144
world war i,en,2009,12,04,20,165100297,1376,"WrappedArray(world, war)","WrappedArray(world, war)",145
party animals   wilder geht  s nicht,de,2009,12,04,20,11119602,1360,"WrappedArray(parti, anim, wilder, geht, nicht)","WrappedArray(parti, anim, wilder, geht, nicht)",146
2009,ru,2009,12,04,20,20357477,1360,WrappedArray(2009),WrappedArray(2009),146
"",ar.s,2009,12,04,20,1414016,1353,WrappedArray(),WrappedArray(),147
harry hill,en,2009,12,04,20,18956153,1341,"WrappedArray(harri, hill)","WrappedArray(harri, hill)",148
roman polanski,en,2009,12,04,20,71129457,1339,"WrappedArray(roman, polanski)","WrappedArray(roman, polanski)",149
2010 fifa world cup qualification,en,2009,12,04,20,48160401,1337,"WrappedArray(2010, fifa, world, cup, qualif)","WrappedArray(2010, fifa, world, cup, qualif)",150
taylor lautner,en,2009,12,04,20,18018793,1333,"WrappedArray(taylor, lautner)","WrappedArray(taylor, lautner)",151
modern warfare 2,en,2009,12,04,20,60820452,1328,"WrappedArray(modern, warfar)","WrappedArray(modern, warfar)",152
